order_id,user_id,purchase_datetime,country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,size_system,recommended_size,purchased_size,fit_feedback,fit_score,returned,return_reason
ORD250801605,U23879,2025-03-28 19:14:32,India,Web,Calvin Klein,Ethnicwear,Saree,Black,Rayon,7834.87,15,6659.64,Male,27,174.9,74.1,24.2,Hourglass,98.9,80.7,94.5,Alpha,M,M,Perfect,5,0,None
ORD250803197,U76306,2025-01-02 04:32:33,USA,App,Biba,Outerwear,Jacket,Purple,Denim,7892.56,35,5130.16,Male,44,180.8,80.1,24.5,Athletic,102.4,83.6,97.8,Alpha,M,M,Perfect,5,0,None
ORD250809893,U74701,2024-01-31 20:26:34,India,Web,H&M,Tops,Henley,Purple,Linen,1344.34,40,806.6,Male,31,186.0,51.3,14.8,Pear,93.7,77.2,92.8,Alpha,S,L,Too Large,1,1,Size too large
ORD250811138,U48770,2024-12-22 17:39:34,USA,Web,Biba,Bottoms,Leggings,Yellow,Leather,2193.12,35,1425.53,Male,22,163.6,87.6,32.7,Athletic,102.9,83.3,95.3,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250800578,U84593,2025-02-19 19:14:32,USA,App,Levi's,Outerwear,Puffer,Pink,Blends,7972.79,15,6776.87,Female,41,163.6,43.0,16.1,Rectangle,78.4,62.8,85.0,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250811258,U72139,2023-11-01 17:52:34,India,Web,Mango,Ethnicwear,Kurta,Grey,Silk,1687.66,35,1096.98,Male,34,191.2,85.8,23.5,Pear,106.9,87.4,102.5,Alpha,L,XL,Slightly Loose,3,1,Fit was slightly loose
ORD250807435,U76583,2024-07-12 03:45:33,USA,App,U.S. Polo Assn.,Bottoms,Skirt,Purple,Silk,2079.08,15,1767.22,Male,21,167.0,89.9,32.2,Petite,104.1,84.4,96.7,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250804181,U27282,2023-08-29 22:02:33,India,App,Roadster,Tops,Henley,Beige,Silk,1226.48,20,981.18,Female,28,157.8,88.7,35.6,Plus,102.7,79.9,104.7,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250801688,U47396,2024-02-04 03:01:32,India,Web,Calvin Klein,Outerwear,Jacket,Beige,Cotton,4214.12,15,3582.0,Unisex,26,175.7,65.9,21.3,Inverted Triangle,92.2,73.1,97.6,Alpha,S,S,Perfect,5,0,None
ORD250803749,U56413,2023-11-22 02:05:33,UK,Web,Mango,Activewear,Track Pants,Yellow,Leather,2545.93,25,1909.45,Male,43,173.9,78.2,25.9,Athletic,100.3,81.7,95.3,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250808306,U50416,2025-06-21 07:36:33,India,Web,FabIndia,Tops,T-Shirt,Brown,Blends,918.63,60,367.45,Male,24,185.2,95.7,27.9,Athletic,108.9,88.7,102.9,Alpha,L,L,Perfect,5,0,None
ORD250809245,U61647,2024-01-26 00:35:34,India,App,Marks & Spencer,Outerwear,Coat,Brown,Blends,3527.47,0,3527.47,Male,28,173.4,75.3,25.0,Hourglass,99.0,80.8,94.3,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250810809,U51943,2024-08-30 06:18:34,Canada,Web,Biba,Footwear,Sneakers,Olive,Rayon,2403.71,5,2283.52,Female,34,160.0,55.0,21.5,Inverted Triangle,84.1,66.7,89.0,Numeric,7,9,Too Large,1,1,Size too large
ORD250803774,U91162,2025-05-22 01:35:33,India,Store,Forever 21,Outerwear,Cardigan,Olive,Polyester,7588.5,40,4553.1,Female,34,176.4,72.6,23.3,Petite,95.4,75.4,100.4,Alpha,S,L,Too Large,1,1,Size too large
ORD250800602,U11118,2023-10-19 02:25:32,UK,Web,Under Armour,Ethnicwear,Lehenga,Green,Blends,8550.43,40,5130.26,Female,29,173.1,64.7,21.6,Rectangle,91.2,72.3,96.4,Alpha,S,L,Too Large,1,1,Size too large
ORD250808437,U22413,2024-04-22 00:07:34,India,App,Forever 21,Ethnicwear,Saree,Green,Silk,5044.89,25,3783.67,Female,40,151.4,87.4,38.1,Athletic,102.8,79.7,104.1,Alpha,M,M,Perfect,5,0,None
ORD250811326,U66960,2023-10-07 18:04:34,India,Store,W,Activewear,Yoga Pants,Pink,Wool,1877.03,30,1313.92,Female,16,172.8,68.2,22.8,Inverted Triangle,92.8,73.4,97.8,Alpha,S,S,Perfect,5,0,None
ORD250800492,U13895,2023-09-22 22:46:32,Singapore,App,H&M,Ethnicwear,Lehenga,Brown,Cotton,5534.47,30,3874.13,Male,16,156.1,72.5,29.8,Pear,95.2,77.2,88.9,Alpha,S,S,Perfect,5,0,None
ORD250805286,U43499,2025-03-22 20:10:33,India,Web,Biba,Outerwear,Coat,Grey,Linen,3567.97,30,2497.58,Female,35,161.7,70.0,26.8,Apple,92.4,72.7,96.3,Alpha,S,XS,Too Small,1,1,Size too small
ORD250804133,U11801,2024-01-23 01:55:33,India,Web,Van Heusen,Footwear,Heels,Green,Cotton,2660.23,35,1729.15,Male,30,176.8,58.5,18.7,Petite,93.3,76.6,91.1,Numeric,8,10,Too Large,1,1,Size too large
ORD250805649,U86178,2024-08-17 02:08:33,UK,Web,Calvin Klein,Bottoms,Leggings,Beige,Wool,4175.53,15,3549.2,Female,16,152.7,44.3,19.0,Petite,78.0,61.1,85.0,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250808453,U41308,2024-02-17 19:33:34,India,Web,FabIndia,Bottoms,Skirt,Grey,Wool,2158.47,40,1295.08,Female,45,150.4,52.6,23.3,Petite,81.5,64.4,85.7,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250800656,U42112,2024-07-30 06:21:32,Singapore,App,Calvin Klein,Dresses,Wrap,Pink,Blends,4550.94,30,3185.66,Male,35,170.8,72.8,25.0,Pear,97.5,79.5,92.9,Alpha,M,XL,Too Large,1,1,Size too large
ORD250807332,U77721,2025-02-01 18:13:33,India,Web,Puma,Ethnicwear,Sherwani,Green,Blends,7705.46,30,5393.82,Unisex,27,165.2,46.6,17.1,Plus,80.7,64.5,86.6,Alpha,XS,XS,Perfect,5,0,None
ORD250809209,U67799,2023-12-16 01:37:34,India,App,Mango,Tops,Blouse,Brown,Polyester,1974.7,40,1184.82,Female,34,163.6,62.1,23.2,Pear,88.4,69.9,93.1,Alpha,XS,M,Too Large,1,1,Size too large
ORD250806523,U96310,2025-06-26 22:29:33,India,App,Van Heusen,Dresses,Bodycon,Blue,Blends,2693.69,30,1885.58,Female,18,159.4,78.5,30.9,Pear,96.9,75.8,99.9,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250803186,U28995,2023-09-22 20:04:33,India,Web,U.S. Polo Assn.,Activewear,Compression Tee,Black,Synthetic,3054.36,15,2596.21,Male,41,179.1,68.0,21.2,Athletic,97.5,79.9,94.3,Alpha,M,M,Perfect,5,0,None
ORD250808346,U40293,2025-06-17 17:37:33,India,Web,Van Heusen,Bottoms,Skirt,Pink,Leather,1489.62,15,1266.18,Female,23,154.0,70.6,29.8,Inverted Triangle,92.5,72.4,95.6,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250801435,U30388,2024-11-03 04:53:32,India,Store,H&M,Footwear,Loafers,Purple,Rayon,1980.5,25,1485.38,Male,36,165.4,50.0,18.3,Rectangle,86.5,71.1,85.0,Numeric,8,9,Slightly Loose,3,1,Fit was slightly loose
ORD250804419,U17183,2024-07-12 00:21:33,India,App,Under Armour,Bottoms,Leggings,Black,Leather,3102.08,40,1861.25,Male,32,161.8,77.8,29.7,Rectangle,98.3,79.8,91.9,Alpha,M,XS,Too Small,1,1,Size too small
ORD250810846,U74407,2024-12-31 23:37:34,UK,Web,Nike,Outerwear,Coat,Brown,Wool,10022.18,50,5011.09,Male,19,177.4,61.5,19.5,Athletic,94.6,77.6,92.1,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250804183,U48048,2025-02-02 00:26:33,India,App,Gap,Footwear,Loafers,Navy,Blends,8181.57,35,5318.02,Female,25,165.7,58.0,21.1,Hourglass,86.6,68.7,91.7,Numeric,5,5,Perfect,5,0,None
ORD250802495,U18500,2025-01-05 00:30:32,India,App,Marks & Spencer,Outerwear,Jacket,Pink,Polyester,2616.09,25,1962.07,Male,25,167.2,77.3,27.7,Hourglass,98.7,80.3,93.1,Alpha,M,XS,Too Small,1,1,Size too small
ORD250801935,U38370,2023-09-19 03:35:32,India,Web,Allen Solly,Footwear,Running Shoes,Black,Cotton,9322.7,15,7924.3,Male,26,170.2,67.7,23.4,Pear,95.3,77.8,91.3,Numeric,9,9,Perfect,5,0,None
ORD250810920,U90384,2024-03-30 02:30:34,India,Web,Puma,Footwear,Heels,Purple,Linen,7520.95,60,3008.38,Male,26,171.9,60.7,20.5,Pear,92.8,76.0,89.9,Numeric,7,8,Slightly Loose,3,1,Fit was slightly loose
ORD250806498,U31525,2025-06-24 21:59:33,India,Store,Nike,Dresses,Bodycon,Maroon,Rayon,6183.87,60,2473.55,Male,29,178.3,57.3,18.0,Pear,93.3,76.7,91.3,Alpha,S,S,Perfect,5,0,None
ORD250804326,U98366,2024-11-04 23:57:33,Australia,Marketplace,Adidas,Dresses,Wrap,White,Linen,3267.57,20,2614.06,Female,40,170.2,69.4,24.0,Pear,92.9,73.4,97.7,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250801843,U43738,2023-10-15 23:34:32,India,App,Tommy Hilfiger,Ethnicwear,Kurta,Navy,Blends,6336.67,10,5703.0,Female,16,162.0,60.8,23.2,Plus,87.5,69.2,92.1,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250800405,U77652,2025-08-13 22:36:32,USA,App,Adidas,Bottoms,Jeans,Olive,Wool,2498.04,40,1498.82,Female,29,160.6,50.0,19.4,Athletic,81.5,64.8,86.8,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250809772,U18427,2024-04-21 20:30:34,India,Web,Uniqlo,Activewear,Yoga Pants,Olive,Wool,2045.63,40,1227.38,Female,35,149.6,69.7,31.1,Rectangle,92.1,72.0,94.7,Alpha,S,L,Too Large,1,1,Size too large
ORD250806887,U62520,2024-01-03 01:04:33,India,Web,Mango,Accessories,Handbag,Pink,Rayon,3120.34,15,2652.29,Female,25,155.3,67.1,27.8,Athletic,90.5,71.0,94.0,Alpha,S,S,Perfect,5,0,None
ORD250803750,U45513,2024-05-14 05:08:33,UK,Store,Mango,Tops,Sweatshirt,Brown,Silk,1661.0,15,1411.85,Male,29,165.0,75.8,27.8,Inverted Triangle,97.8,79.5,92.1,Alpha,M,M,Perfect,5,0,None
ORD250802975,U90880,2023-12-26 05:09:33,Canada,Store,Mango,Tops,Shirt,White,Polyester,2150.98,10,1935.88,Female,27,164.4,79.2,29.3,Rectangle,97.4,76.4,100.8,Alpha,S,XS,Too Small,1,1,Size too small
ORD250807408,U23961,2024-12-14 04:40:33,India,App,Marks & Spencer,Tops,Henley,Purple,Denim,1678.58,25,1258.93,Male,34,175.3,93.1,30.3,Athletic,106.4,86.4,99.5,Alpha,L,XXL,Too Large,1,1,Size too large
ORD250807313,U46721,2025-07-24 19:08:33,UK,App,Biba,Footwear,Running Shoes,Yellow,Leather,8884.36,50,4442.18,Female,17,157.5,72.5,29.2,Rectangle,93.6,73.4,96.9,Numeric,8,8,Perfect,5,0,None
ORD250808639,U96875,2024-11-23 01:54:34,India,App,Levi's,Tops,Sweatshirt,Brown,Synthetic,1614.3,20,1291.44,Female,35,162.9,72.6,27.4,Petite,93.8,73.8,97.7,Alpha,S,XS,Too Small,1,1,Size too small
ORD250801418,U29150,2025-01-07 03:19:32,USA,App,Biba,Bottoms,Shorts,Navy,Blends,2892.74,30,2024.92,Male,27,185.3,71.9,20.9,Inverted Triangle,100.6,82.4,97.4,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250807980,U31816,2023-09-28 05:59:33,India,Store,Puma,Ethnicwear,Kurti,Purple,Blends,9046.69,35,5880.35,Male,31,187.3,73.9,21.1,Plus,101.9,83.4,98.5,Alpha,M,XS,Too Small,1,1,Size too small
ORD250811425,U32298,2024-11-25 19:25:34,India,Web,Puma,Accessories,Handbag,Yellow,Polyester,1622.6,35,1054.69,Male,28,170.9,75.5,25.9,Inverted Triangle,98.6,80.4,93.7,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250802265,U32738,2024-09-05 01:59:32,India,Web,FabIndia,Tops,Sweatshirt,Olive,Cotton,1370.44,20,1096.35,Male,36,164.4,73.5,27.2,Hourglass,96.7,78.7,91.3,Alpha,M,M,Perfect,5,0,None
ORD250803506,U23743,2024-06-07 19:04:33,India,Web,Zara,Footwear,Heels,Maroon,Blends,3314.26,60,1325.7,Male,19,176.2,96.4,31.1,Hourglass,107.8,87.4,100.6,Numeric,5,5,Perfect,5,0,None
ORD250804867,U76931,2025-04-29 23:28:33,India,App,Allen Solly,Tops,T-Shirt,White,Denim,1293.09,10,1163.78,Male,16,178.2,82.7,26.0,Plus,102.9,83.8,97.7,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250805181,U32541,2025-03-13 17:46:33,Australia,App,U.S. Polo Assn.,Tops,Shirt,White,Silk,1586.69,20,1269.35,Male,28,180.2,85.3,26.3,Athletic,104.2,84.9,98.9,Alpha,M,XS,Too Small,1,1,Size too small
ORD250800983,U91495,2024-11-12 00:21:32,India,Store,Marks & Spencer,Activewear,Running Shorts,Yellow,Silk,1041.28,20,833.02,Female,34,152.5,80.3,34.5,Rectangle,98.4,76.6,100.4,Alpha,S,XS,Too Small,1,1,Size too small
ORD250807008,U63632,2025-01-15 05:55:33,India,Store,Gap,Bottoms,Leggings,Blue,Leather,2273.24,50,1136.62,Male,27,176.5,80.1,25.7,Hourglass,101.5,82.8,96.5,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250801765,U38004,2024-05-29 23:43:32,India,App,Zara,Bottoms,Skirt,Maroon,Silk,2994.52,5,2844.79,Male,16,184.2,76.1,22.4,Athletic,101.8,83.3,98.0,Alpha,M,M,Perfect,5,0,None
ORD250810562,U99500,2025-03-01 23:14:34,India,App,Nike,Ethnicwear,Sherwani,Navy,Rayon,1776.99,25,1332.74,Male,28,157.0,72.6,29.5,Apple,95.3,77.4,89.2,Alpha,S,L,Too Large,1,1,Size too large
ORD250804667,U45524,2023-12-28 19:44:33,UAE,Store,Under Armour,Activewear,Tank,White,Wool,1910.7,25,1433.03,Female,22,161.4,50.1,19.2,Athletic,81.7,65.0,87.1,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250809857,U19881,2025-01-05 05:02:34,India,App,Adidas,Activewear,Compression Tee,Olive,Rayon,1627.14,25,1220.36,Female,37,166.1,57.1,20.7,Athletic,86.2,68.5,91.5,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250805941,U23841,2025-07-06 04:07:33,India,Marketplace,Uniqlo,Accessories,Scarf,Pink,Polyester,1135.8,35,738.27,Male,35,170.9,64.6,22.1,Apple,94.1,77.0,90.7,Alpha,S,L,Too Large,1,1,Size too large
ORD250808079,U79774,2025-07-22 05:16:33,India,App,Mango,Outerwear,Jacket,Navy,Silk,5171.66,50,2585.83,Female,22,169.1,60.9,21.3,Petite,88.6,70.3,93.9,Alpha,S,L,Too Large,1,1,Size too large
ORD250800043,U70952,2024-10-03 19:14:32,UK,Web,Forever 21,Tops,Henley,Pink,Polyester,1355.8,30,949.06,Female,22,150.4,59.5,26.3,Petite,85.7,67.5,89.4,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250809945,U63038,2024-01-24 04:16:34,Germany,Store,Biba,Footwear,Sneakers,Maroon,Cotton,6769.34,15,5753.94,Female,29,167.6,74.6,26.6,Inverted Triangle,95.2,74.9,99.3,Numeric,10,10,Perfect,5,0,None
ORD250807218,U22391,2025-03-20 23:44:33,India,App,Uniqlo,Accessories,Cap,Brown,Leather,2200.54,20,1760.43,Male,32,163.5,71.5,26.7,Hourglass,95.6,77.8,90.5,Alpha,S,L,Too Large,1,1,Size too large
ORD250800729,U51472,2023-11-08 01:17:32,Singapore,Store,Marks & Spencer,Bottoms,Leggings,Black,Leather,2991.15,15,2542.48,Male,41,161.4,74.3,28.5,Rectangle,96.6,78.5,90.8,Alpha,M,XL,Too Large,1,1,Size too large
ORD250807922,U16729,2024-07-31 03:05:33,India,App,Van Heusen,Outerwear,Coat,Maroon,Silk,6829.3,15,5804.9,Male,27,173.5,78.4,26.0,Hourglass,100.3,81.7,95.2,Alpha,M,XL,Too Large,1,1,Size too large
ORD250810570,U24232,2025-05-06 20:03:34,USA,App,FabIndia,Bottoms,Leggings,Green,Cotton,2461.96,15,2092.67,Male,29,186.5,70.8,20.4,Inverted Triangle,100.6,82.4,97.5,Alpha,M,M,Perfect,5,0,None
ORD250807094,U59862,2025-06-22 05:22:33,India,Store,H&M,Outerwear,Cardigan,Grey,Polyester,5034.89,35,3272.68,Male,42,182.1,97.5,29.4,Rectangle,109.0,88.6,102.4,Alpha,L,S,Too Small,1,1,Size too small
ORD250808804,U15879,2024-07-06 22:29:34,India,Web,H&M,Ethnicwear,Saree,Navy,Linen,3846.77,15,3269.75,Female,30,156.7,64.4,26.2,Rectangle,89.0,70.0,92.8,Alpha,S,L,Too Large,1,1,Size too large
ORD250803460,U75363,2023-10-01 05:34:33,India,App,Tommy Hilfiger,Bottoms,Skirt,Black,Silk,2451.2,20,1960.96,Female,17,166.5,65.4,23.6,Apple,90.5,71.5,95.1,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250811031,U12330,2025-06-19 07:27:34,USA,Store,Puma,Tops,Sweatshirt,Navy,Leather,1859.55,30,1301.68,Male,24,161.9,96.0,36.6,Plus,106.6,86.0,97.5,Alpha,L,S,Too Small,1,1,Size too small
ORD250806985,U39814,2024-10-30 01:01:33,USA,App,Calvin Klein,Footwear,Heels,Green,Linen,11164.85,15,9490.12,Female,26,158.6,47.3,18.8,Petite,79.6,63.4,85.0,Numeric,6,7,Slightly Loose,3,1,Fit was slightly loose
ORD250810879,U29048,2024-04-28 02:05:34,India,Store,Nike,Activewear,Compression Tee,Navy,Polyester,3510.56,40,2106.34,Female,23,145.0,54.0,25.7,Rectangle,82.0,64.6,85.6,Alpha,XS,XS,Perfect,5,0,None
ORD250800155,U94085,2024-07-29 19:20:32,Australia,Store,FabIndia,Accessories,Scarf,Green,Leather,1776.12,40,1065.67,Unisex,20,181.8,83.2,25.2,Apple,100.8,79.5,105.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250802709,U69894,2025-02-25 02:51:32,USA,App,U.S. Polo Assn.,Activewear,Sports Bra,Purple,Leather,2428.21,15,2063.98,Unisex,30,180.4,51.7,15.9,Plus,87.1,69.7,93.7,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250800635,U24322,2024-10-06 17:47:32,UAE,App,Forever 21,Footwear,Sandals,Pink,Linen,2655.53,5,2522.75,Female,23,172.6,70.6,23.7,Petite,93.9,74.2,98.7,Numeric,12,10,Too Small,1,1,Size too small
ORD250807790,U12499,2024-10-06 21:41:33,India,App,Gap,Activewear,Compression Tee,Beige,Rayon,1473.21,30,1031.25,Male,44,176.8,72.7,23.3,Petite,98.7,80.7,94.7,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250810702,U14456,2025-01-28 03:13:34,India,Store,H&M,Footwear,Heels,Yellow,Leather,2610.75,20,2088.6,Female,30,169.7,72.8,25.3,Plus,94.5,74.6,99.0,Numeric,5,7,Too Large,1,1,Size too large
ORD250810789,U76700,2024-08-29 07:03:34,India,Web,Calvin Klein,Outerwear,Puffer,Grey,Rayon,9978.99,20,7983.19,Male,30,165.2,56.2,20.6,Plus,89.2,73.1,86.4,Alpha,S,XS,Too Small,1,1,Size too small
ORD250810466,U47159,2024-08-06 02:03:34,India,Web,Levi's,Outerwear,Jacket,White,Cotton,5308.45,50,2654.22,Male,26,184.4,87.9,25.9,Apple,106.0,86.4,100.8,Alpha,L,XL,Slightly Loose,3,1,Fit was slightly loose
ORD250808149,U45855,2025-03-28 05:42:33,India,App,Puma,Outerwear,Puffer,Brown,Denim,3320.79,25,2490.59,Male,39,181.9,85.0,25.7,Hourglass,104.5,85.2,99.4,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250806190,U25628,2025-01-14 21:52:33,Canada,Marketplace,Puma,Activewear,Yoga Pants,Olive,Denim,2381.99,5,2262.89,Female,26,166.0,76.6,27.8,Petite,96.1,75.5,99.9,Alpha,S,L,Too Large,1,1,Size too large
ORD250802260,U51431,2024-02-16 02:33:32,India,Web,W,Bottoms,Skirt,Pink,Blends,2225.19,25,1668.89,Female,30,168.6,60.1,21.1,Inverted Triangle,88.2,70.0,93.4,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250807503,U38894,2025-04-23 23:08:33,India,App,Zara,Tops,Henley,Grey,Synthetic,1662.87,15,1413.44,Female,32,172.1,40.0,13.5,Inverted Triangle,79.3,63.8,86.2,Alpha,XS,XS,Perfect,5,0,None
ORD250801174,U63300,2024-07-15 19:06:32,India,Marketplace,Uniqlo,Accessories,Backpack,Purple,Synthetic,900.38,35,585.25,Female,33,167.4,59.9,21.4,Hourglass,87.8,69.7,93.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250802131,U12130,2024-04-25 05:07:32,UK,Web,Adidas,Bottoms,Trousers,Green,Rayon,3149.26,30,2204.48,Female,39,158.4,61.0,24.3,Pear,87.2,68.8,91.5,Alpha,XS,XS,Perfect,5,0,None
ORD250805591,U86969,2024-12-06 20:48:33,UAE,Web,Forever 21,Bottoms,Shorts,Black,Rayon,2594.5,20,2075.6,Male,27,167.5,82.6,29.4,Athletic,101.1,82.1,94.7,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250806514,U40378,2023-12-17 02:09:33,India,Store,Allen Solly,Accessories,Socks,Brown,Polyester,1977.69,30,1384.38,Male,34,171.7,101.3,34.4,Rectangle,109.3,88.4,100.9,Alpha,L,XXL,Too Large,1,1,Size too large
ORD250800462,U34687,2025-03-02 21:44:32,Singapore,Web,Roadster,Tops,Sweatshirt,Navy,Silk,1268.99,25,951.74,Female,41,165.5,61.6,22.5,Rectangle,88.4,70.0,93.3,Alpha,S,S,Perfect,5,0,None
ORD250811183,U53466,2024-07-30 23:35:34,India,Web,Under Armour,Bottoms,Jeans,Purple,Cotton,3463.83,60,1385.53,Female,37,160.0,81.5,31.8,Apple,98.6,77.0,101.4,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250800155,U94085,2024-07-29 19:20:32,Australia,Store,FabIndia,Accessories,Scarf,Green,Leather,1776.12,40,1065.67,Unisex,20,181.8,83.2,25.2,Apple,100.8,79.5,105.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250811810,U83968,2025-02-15 23:24:34,UK,Store,Mango,Bottoms,Jeans,Green,Denim,2862.39,25,2146.79,Male,26,173.6,74.6,24.8,Hourglass,98.8,80.6,94.2,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250811717,U12196,2023-09-14 20:53:34,India,Web,Allen Solly,Footwear,Heels,Black,Blends,2158.16,15,1834.44,Female,35,162.4,52.5,19.9,Apple,83.1,66.1,88.4,Numeric,6,7,Slightly Loose,3,1,Fit was slightly loose
ORD250800326,U57151,2023-12-26 21:10:32,India,App,Zara,Accessories,Belt,Red,Wool,544.95,30,381.47,Male,22,177.4,78.4,24.9,Pear,101.1,82.5,96.4,Alpha,M,XS,Too Small,1,1,Size too small
ORD250803516,U40729,2023-11-18 07:20:33,India,App,Biba,Tops,Sweatshirt,Yellow,Wool,800.37,10,720.33,Female,16,159.8,44.5,17.4,Athletic,78.3,62.5,85.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250811742,U68752,2023-10-19 03:12:34,USA,Marketplace,Under Armour,Tops,Shirt,White,Polyester,1504.54,10,1354.09,Male,32,163.9,71.0,26.4,Rectangle,95.5,77.7,90.4,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250809585,U28636,2024-11-28 06:36:34,India,Web,W,Footwear,Running Shoes,Beige,Silk,2237.29,10,2013.56,Male,46,182.6,66.1,19.8,Rectangle,97.8,80.2,95.0,Numeric,12,12,Slightly Loose,3,1,Fit was slightly loose
ORD250809066,U57449,2024-10-24 04:35:34,India,Store,FabIndia,Ethnicwear,Saree,Pink,Denim,7094.84,10,6385.36,Male,39,177.9,82.2,26.0,Rectangle,102.6,83.6,97.5,Alpha,M,M,Perfect,5,0,None
ORD250811991,U75685,2025-05-30 00:37:34,India,App,Calvin Klein,Ethnicwear,Kurti,Yellow,Rayon,5662.12,25,4246.59,Unisex,21,161.1,75.5,29.1,Hourglass,95.3,74.8,98.7,Alpha,S,L,Too Large,1,1,Size too large
ORD250800308,U87280,2023-10-09 21:31:32,India,App,Under Armour,Tops,Henley,Beige,Polyester,1454.9,30,1018.43,Female,31,152.6,63.6,27.3,Apple,88.3,69.4,91.8,Alpha,XS,M,Too Large,1,1,Size too large
ORD250800254,U94853,2023-09-19 18:07:32,Australia,Marketplace,Mango,Bottoms,Shorts,Beige,Cotton,2355.78,30,1649.05,Male,32,169.5,82.3,28.6,Hourglass,101.2,82.3,95.2,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250804179,U93971,2025-02-27 01:26:33,USA,Store,Levi's,Outerwear,Blazer,Navy,Polyester,2952.43,60,1180.97,Female,46,163.3,61.2,22.9,Apple,87.9,69.5,92.6,Alpha,XS,M,Too Large,1,1,Size too large
ORD250801995,U80059,2025-04-19 01:12:32,India,Web,Forever 21,Bottoms,Skirt,Beige,Synthetic,2554.87,20,2043.9,Female,21,163.6,79.7,29.8,Hourglass,97.6,76.5,100.9,Alpha,S,S,Perfect,5,0,None
ORD250809103,U45819,2024-05-17 03:02:34,India,Web,Puma,Dresses,Maxi,Pink,Leather,4068.1,20,3254.48,Male,23,160.3,66.2,25.8,Athletic,92.7,75.5,88.0,Alpha,S,S,Perfect,5,0,None
ORD250801142,U24394,2024-10-05 05:02:32,Australia,App,Forever 21,Outerwear,Puffer,White,Silk,6163.79,40,3698.27,Male,16,178.1,71.5,22.5,Rectangle,98.6,80.6,94.8,Alpha,M,XS,Too Small,1,1,Size too small
ORD250801480,U80263,2023-12-29 03:56:32,India,Web,Calvin Klein,Activewear,Yoga Pants,Maroon,Rayon,2317.82,10,2086.04,Female,48,157.4,73.5,29.7,Athletic,94.2,73.8,97.3,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250803015,U19766,2024-12-09 01:37:33,India,Store,Allen Solly,Bottoms,Leggings,Grey,Synthetic,1713.19,30,1199.23,Unisex,24,178.2,77.0,24.2,Plus,97.6,77.1,102.5,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250809973,U26648,2024-05-02 03:36:34,India,Web,Roadster,Footwear,Boots,Navy,Denim,8148.35,40,4889.01,Male,22,175.3,84.3,27.4,Athletic,102.9,83.8,97.3,Numeric,11,10,Slightly Tight,2,1,Fit was slightly tight
ORD250801152,U30175,2024-06-13 18:42:32,India,Web,Levi's,Outerwear,Jacket,Navy,Rayon,4446.37,15,3779.41,Female,30,157.4,66.2,26.7,Apple,90.0,70.8,93.8,Alpha,S,S,Perfect,5,0,None
ORD250804567,U27776,2025-01-13 01:21:33,UAE,Store,W,Footwear,Loafers,White,Wool,7805.2,35,5073.38,Male,34,180.5,77.8,23.9,Plus,101.5,82.9,97.2,Numeric,5,5,Too Small,1,1,Size too small
